region,region_weight,city,city_weight
shanxi,0.2428542469085749,jinzhongshi,0.19538188277087035
shanxi,0.2428542469085749,linfen,0.19538188277087035
shanxi,0.2428542469085749,datong,0.18294849023090587
shanxi,0.2428542469085749,jincheng,0.16518650088809947
shanxi,0.2428542469085749,changzhi,0.0905861456483126
shanxi,0.2428542469085749,yangquan,0.08703374777975133
shanxi,0.2428542469085749,xinzhou,0.06571936056838366
shanxi,0.2428542469085749,shuozhou,0.0
heilongjiang,0.2279883775930806,haerbin,1.0
heilongjiang,0.2279883775930806,daqing,0.2913616398243045
heilongjiang,0.2279883775930806,qiqihaer,0.23133235724743778
heilongjiang,0.2279883775930806,mudanjiang,0.2020497803806735
heilongjiang,0.2279883775930806,suihua,0.15666178623718888
heilongjiang,0.2279883775930806,jiamusi,0.11566617862371889
heilongjiang,0.2279883775930806,jixi,0.07174231332357248
heilongjiang,0.2279883775930806,shuangyashan,0.0629575402635432
heilongjiang,0.2279883775930806,heihe,0.05856515373352855
heilongjiang,0.2279883775930806,yichun_65,0.03806734992679356
heilongjiang,0.2279883775930806,hegang,0.027818448023426062
heilongjiang,0.2279883775930806,qitaihe,0.016105417276720352
heilongjiang,0.2279883775930806,daxinganling,0.0
anhui,0.2197445773363065,hefei,1.0
anhui,0.2197445773363065,wuhu,0.09692307692307692
anhui,0.2197445773363065,anqing,0.08923076923076922
anhui,0.2197445773363065,chaohu,0.08615384615384615
anhui,0.2197445773363065,chuzhou,0.07076923076923076
anhui,0.2197445773363065,bangbu,0.07076923076923076
anhui,0.2197445773363065,fuyang,0.05692307692307692
anhui,0.2197445773363065,liuan,0.047692307692307694
anhui,0.2197445773363065,huainan,0.047692307692307694
anhui,0.2197445773363065,maanshan,0.03538461538461538
anhui,0.2197445773363065,huangshan,0.03230769230769231
anhui,0.2197445773363065,bozhou,0.03076923076923077
anhui,0.2197445773363065,suzhou,0.026153846153846153
anhui,0.2197445773363065,xuancheng,0.016923076923076923
anhui,0.2197445773363065,huaibei,0.006153846153846154
anhui,0.2197445773363065,chizhou,0.0
anhui,0.2197445773363065,tongling,0.0
yunnan,0.20734509088451922,kunming,1.0
yunnan,0.20734509088451922,qujing,0.17654808959156784
yunnan,0.20734509088451922,honghe,0.155467720685112
yunnan,0.20734509088451922,dali,0.10144927536231885
yunnan,0.20734509088451922,yuxi,0.09486166007905138
yunnan,0.20734509088451922,wenshan,0.09486166007905138
yunnan,0.20734509088451922,puer,0.0922266139657444
yunnan,0.20734509088451922,zhaotong,0.08432147562582346
yunnan,0.20734509088451922,chuxiong,0.07246376811594203
yunnan,0.20734509088451922,lincang,0.06982872200263504
yunnan,0.20734509088451922,xishuangbanna,0.06060606060606061
yunnan,0.20734509088451922,baoshan,0.057971014492753624
yunnan,0.20734509088451922,dehong,0.03689064558629776
yunnan,0.20734509088451922,lijiang,0.030303030303030304
yunnan,0.20734509088451922,nujiang,0.014492753623188406
yunnan,0.20734509088451922,diqing,0.0
jilin,0.18899925670653422,changchun,1.0
jilin,0.18899925670653422,jilin_city,0.3923809523809524
jilin,0.18899925670653422,yanbian,0.2057142857142857
jilin,0.18899925670653422,siping,0.1980952380952381
jilin,0.18899925670653422,tonghua,0.13142857142857142
jilin,0.18899925670653422,songyuan,0.09904761904761905
jilin,0.18899925670653422,baicheng,0.07428571428571429
jilin,0.18899925670653422,baishan,0.047619047619047616
jilin,0.18899925670653422,liaoyuan,0.0
guangxi,0.16288262720454086,nanning,1.0
guangxi,0.16288262720454086,liuzhou,0.34584450402144773
guangxi,0.16288262720454086,guilin,0.3109919571045576
guangxi,0.16288262720454086,yulin_238,0.21983914209115282
guangxi,0.16288262720454086,wuzhou,0.14209115281501342
guangxi,0.16288262720454086,guigang,0.11528150134048257
guangxi,0.16288262720454086,baise,0.10723860589812333
guangxi,0.16288262720454086,qinzhou,0.09919571045576407
guangxi,0.16288262720454086,hechi,0.0938337801608579
guangxi,0.16288262720454086,beihai,0.058981233243967826
guangxi,0.16288262720454086,fangchenggang,0.040214477211796246
guangxi,0.16288262720454086,laibin,0.03753351206434316
guangxi,0.16288262720454086,hezhou,0.03485254691689008
guangxi,0.16288262720454086,chongzuo,0.0
guizhou,0.1620717616055139,guiyang,1.0
guizhou,0.1620717616055139,qiannan,0.29901960784313725
guizhou,0.1620717616055139,zunyi,0.2107843137254902
guizhou,0.1620717616055139,qiandongnan,0.14460784313725492
guizhou,0.1620717616055139,bijie,0.0661764705882353
guizhou,0.1620717616055139,tongren,0.05392156862745098
guizhou,0.1620717616055139,qianxinan,0.03431372549019608
guizhou,0.1620717616055139,liupanshui,0.02696078431372549
guizhou,0.1620717616055139,anshun,0.0
neimenggu,0.16190283127238328,huhehaote,1.0
neimenggu,0.16190283127238328,baotou,0.5892857142857143
neimenggu,0.16190283127238328,chifeng,0.5848214285714286
neimenggu,0.16190283127238328,eerduosi,0.5178571428571429
neimenggu,0.16190283127238328,tongliao,0.42410714285714285
neimenggu,0.16190283127238328,hulunbeier,0.3392857142857143
neimenggu,0.16190283127238328,bayannaoer,0.17857142857142858
neimenggu,0.16190283127238328,xingan,0.17857142857142858
neimenggu,0.16190283127238328,wulanchabu,0.12053571428571429
neimenggu,0.16190283127238328,wuhai,0.08928571428571429
neimenggu,0.16190283127238328,xilinguole,0.06696428571428571
neimenggu,0.16190283127238328,alashan,0.0
jiangxi,0.15609162781269004,nanchang,1.0
jiangxi,0.15609162781269004,ganzhou,0.30708661417322836
jiangxi,0.15609162781269004,jiujiang,0.1837270341207349
jiangxi,0.15609162781269004,shangrao,0.14173228346456693
jiangxi,0.15609162781269004,yichun_134,0.12073490813648294
jiangxi,0.15609162781269004,jian,0.11023622047244094
jiangxi,0.15609162781269004,fuzhou_134,0.07874015748031496
jiangxi,0.15609162781269004,xinyu,0.06299212598425197
jiangxi,0.15609162781269004,pingxiang,0.03937007874015748
jiangxi,0.15609162781269004,jingdezhen,0.028871391076115485
jiangxi,0.15609162781269004,yingtan,0.0
xinjiang,0.15207108588418136,wulumuqi,1.0
xinjiang,0.15207108588418136,yili,0.24054054054054055
xinjiang,0.15207108588418136,bayinguoleng,0.22702702702702704
xinjiang,0.15207108588418136,changji,0.2
xinjiang,0.15207108588418136,akesu,0.16756756756756758
xinjiang,0.15207108588418136,kelamayi,0.15675675675675677
xinjiang,0.15207108588418136,tacheng,0.0972972972972973
xinjiang,0.15207108588418136,kashi,0.08648648648648649
xinjiang,0.15207108588418136,hami,0.05675675675675676
xinjiang,0.15207108588418136,boertala,0.05405405405405406
xinjiang,0.15207108588418136,aletai,0.01891891891891892
xinjiang,0.15207108588418136,hetian,0.008108108108108109
xinjiang,0.15207108588418136,kezilesukeerkezi,0.005405405405405406
xinjiang,0.15207108588418136,tulufan,0.0
gansu,0.12487330225015204,lanzhou,1.0
gansu,0.12487330225015204,jiuquan,0.1617161716171617
gansu,0.12487330225015204,baiyin,0.15181518151815182
gansu,0.12487330225015204,qingyang,0.13861386138613863
gansu,0.12487330225015204,tianshui,0.1353135313531353
gansu,0.12487330225015204,pingliang,0.12871287128712872
gansu,0.12487330225015204,dingxi,0.09570957095709572
gansu,0.12487330225015204,zhangye,0.0924092409240924
gansu,0.12487330225015204,wuwei,0.0858085808580858
gansu,0.12487330225015204,longnan,0.07590759075907591
gansu,0.12487330225015204,linxia,0.06930693069306931
gansu,0.12487330225015204,jiayuguan,0.0462046204620462
gansu,0.12487330225015204,jinchang,0.0429042904290429
gansu,0.12487330225015204,gannan,0.0
hainan,0.08591796743023178,haikou,1.0
hainan,0.08591796743023178,sanya,0.0
ningxia,0.06233529292519765,yinchuan,1.0
ningxia,0.06233529292519765,shizuishan,0.07142857142857142
ningxia,0.06233529292519765,wuzhong,0.05714285714285714
ningxia,0.06233529292519765,zhongwei,0.0
ningxia,0.06233529292519765,guyuan,0.0
qinghai,0.04861814987499155,xining,1.0
qinghai,0.04861814987499155,haixi,0.15894039735099338
qinghai,0.04861814987499155,haidong,0.11258278145695365
qinghai,0.04861814987499155,hainanzangzu,0.06622516556291391
qinghai,0.04861814987499155,haibei,0.039735099337748346
qinghai,0.04861814987499155,huangnan,0.026490066225165563
qinghai,0.04861814987499155,guoluo,0.006622516556291391
qinghai,0.04861814987499155,yushu,0.0
xizang,0.005101696060544631,lasa,1.0
xizang,0.005101696060544631,shannan,0.045454545454545456
xizang,0.005101696060544631,linzhi,0.045454545454545456
xizang,0.005101696060544631,ali,0.045454545454545456
xizang,0.005101696060544631,rikaze,0.045454545454545456
xizang,0.005101696060544631,naqu,0.0
xizang,0.005101696060544631,changdu,0.0
